customer,month,mrr
Customer 069,2025-06,1278.47
Customer 070,2025-06,2968.53
Customer 072,2025-06,802.18
Customer 073,2025-06,3112.77
Customer 074,2025-06,763.3
Customer 075,2025-06,2091.08
Customer 076,2025-06,2610.85
Customer 077,2025-06,3310.57
Customer 078,2025-06,2563.16
Customer 079,2025-06,8496.98
Customer 080,2025-06,2861.68
Customer 082,2025-06,1045.88
Customer 083,2025-06,1015.24
Customer 085,2025-06,3147.56
Customer 086,2025-06,832.54
Customer 087,2025-06,4882.81
Customer 088,2025-06,1656.65
Customer 089,2025-06,1874.37
Customer 090,2025-06,1460.85
Customer 091,2025-06,2009.96
Customer 092,2025-06,915.97
Customer 093,2025-06,1864.44
Customer 094,2025-06,801.86
Customer 095,2025-06,1509.19
Customer 096,2025-06,2454.24
Customer 097,2025-06,705.97
Customer 098,2025-06,3633.03
Customer 099,2025-06,1260.74
Customer 100,2025-06,4737.12
Customer 101,2025-06,2154.44
Customer 102,2025-06,746.74
Customer 103,2025-06,655.57
Customer 104,2025-06,3781.8
Customer 105,2025-06,4519.86
Customer 106,2025-06,860.81
Customer 107,2025-06,1188.16
Customer 108,2025-06,1390.06
Customer 109,2025-06,521.67
Customer 110,2025-06,1141.72
Customer 111,2025-06,12474.44
Customer 112,2025-06,575.97
Customer 113,2025-06,2315.65
Customer 114,2025-06,3589.75
Customer 115,2025-06,774.58
Customer 116,2025-06,1669.25
Customer 117,2025-06,2004.13
Customer 118,2025-06,4606.45
Customer 119,2025-06,1071.32
Customer 120,2025-06,672.37
Customer 121,2025-06,886.55
Customer 122,2025-06,1063.44
Customer 123,2025-06,1590.14
Customer 124,2025-06,7132.37
Customer 125,2025-06,1973.69
Customer 126,2025-06,1923.07
Customer 127,2025-06,1580.31
Customer 128,2025-06,1271.83
Customer 129,2025-06,852.4
Customer 130,2025-06,446.34
Customer 131,2025-06,3306.85
Customer 132,2025-06,6018.73
Customer 133,2025-06,3161.65
Customer 134,2025-06,986.38
Customer 135,2025-06,2571.46
Customer 136,2025-06,1897.55
Customer 137,2025-06,2615.6
Customer 138,2025-06,2475.64
Customer 139,2025-06,2408.32
Customer 141,2025-06,1059.65
Customer 142,2025-06,3554.8
Customer 143,2025-06,291.03
Customer 144,2025-06,1567.61
Customer 145,2025-06,1241.48
Customer 146,2025-06,1135.01
Customer 147,2025-06,1650.42
Customer 148,2025-06,866.72
Customer 150,2025-06,10451.66
Customer 151,2025-06,1537.47
Customer 152,2025-06,16463.46
Customer 153,2025-06,585.11
Customer 154,2025-06,1273.58
Customer 155,2025-06,7737.66
Customer 156,2025-06,1846.47
Customer 157,2025-06,5234.13
Customer 158,2025-06,2129.39
Customer 159,2025-06,74.87
Customer 160,2025-06,906.51
Customer 161,2025-06,1074.74
Customer 162,2025-06,794.45
Customer 164,2025-06,3178.89
Customer 165,2025-06,1530.35
Customer 166,2025-06,5399.2
Customer 167,2025-06,3104.07
Customer 168,2025-06,627.28
Customer 169,2025-06,1821.0
Customer 170,2025-06,679.39
Customer 171,2025-06,1352.55
Customer 172,2025-06,2770.3
Customer 173,2025-06,2453.28
Customer 174,2025-06,871.29
Customer 175,2025-06,34377.93
Customer 176,2025-06,817.29
Customer 178,2025-06,1170.36
Customer 179,2025-06,1152.91
Customer 180,2025-06,4435.17
Customer 181,2025-06,351.83
Customer 182,2025-06,6008.56
Customer 183,2025-06,8240.16
Customer 184,2025-06,3989.87
Customer 185,2025-06,4882.63
Customer 186,2025-06,1459.82
Customer 187,2025-06,750.52
Customer 188,2025-06,4081.73
Customer 189,2025-06,4861.36
Customer 190,2025-06,920.0
Customer 191,2025-06,756.28
Customer 192,2025-06,17144.81
Customer 193,2025-06,6792.02
Customer 194,2025-06,1129.57
Customer 196,2025-06,1676.23
Customer 197,2025-06,11306.32
Customer 198,2025-06,2315.52
Customer 199,2025-06,434.07
Customer 200,2025-06,301.14
Customer 201,2025-06,1310.65
Customer 203,2025-06,1322.04
Customer 204,2025-06,2340.64
Customer 205,2025-06,808.68
Customer 206,2025-06,1677.77
Customer 207,2025-06,1231.17
Customer 209,2025-06,958.87
Customer 210,2025-06,3790.87
Customer 211,2025-06,3034.2
Customer 212,2025-06,5895.15
Customer 213,2025-06,6571.0
Customer 214,2025-06,6457.42
Customer 215,2025-06,5817.24
Customer 216,2025-06,1148.29
Customer 217,2025-06,2501.85
Customer 218,2025-06,1437.71
Customer 219,2025-06,1508.11
Customer 220,2025-06,5090.57
Customer 221,2025-06,1145.56
Customer 222,2025-06,11125.56
Customer 223,2025-06,926.09
Customer 224,2025-06,8218.24
Customer 225,2025-06,7506.95
Customer 226,2025-06,4379.8
Customer 227,2025-06,1395.75
Customer 228,2025-06,1689.57
Customer 229,2025-06,8044.5
Customer 230,2025-06,357.26
Customer 231,2025-06,1538.62
Customer 232,2025-06,1962.24
Customer 233,2025-06,1328.8
Customer 234,2025-06,844.26
Customer 235,2025-06,1939.44
Customer 237,2025-06,2803.87
Customer 238,2025-06,701.26
Customer 239,2025-06,2980.68
Customer 240,2025-06,1644.15
Customer 241,2025-06,3272.65
Customer 242,2025-06,2328.33
Customer 243,2025-06,1852.85
Customer 244,2025-06,656.53
Customer 245,2025-06,14178.65
Customer 246,2025-06,2539.4
Customer 247,2025-06,750.46
Customer 248,2025-06,16586.97
Customer 250,2025-06,3581.45
Customer 251,2025-06,1327.52
Customer 252,2025-06,941.79
Customer 253,2025-06,3741.97
Customer 254,2025-06,4964.58
Customer 255,2025-06,2707.05
Customer 256,2025-06,24905.35
Customer 257,2025-06,6713.09
Customer 258,2025-06,665.96
Customer 259,2025-06,19380.1
Customer 260,2025-06,1361.46
Customer 261,2025-06,1890.26
Customer 262,2025-06,2719.04
Customer 263,2025-06,1303.34
Customer 264,2025-06,2495.74
Customer 265,2025-06,1666.82
Customer 266,2025-06,2647.31
Customer 267,2025-06,5169.09
Customer 268,2025-06,1823.23
Customer 269,2025-06,9650.17
Customer 270,2025-06,576.07
Customer 271,2025-06,1579.34
Customer 272,2025-06,2197.94
Customer 273,2025-06,1216.23
Customer 274,2025-06,13594.19
Customer 275,2025-06,1011.58
Customer 276,2025-06,2701.69
Customer 277,2025-06,4077.38
Customer 278,2025-06,5596.24
Customer 279,2025-06,900.74
Customer 280,2025-06,1429.52
Customer 281,2025-06,1015.11
Customer 282,2025-06,2121.72
Customer 284,2025-06,7186.26
Customer 285,2025-06,1898.5
Customer 286,2025-06,2344.79
Customer 287,2025-06,3412.3
Customer 288,2025-06,2170.08
Customer 289,2025-06,740.75
Customer 290,2025-06,1141.88
Customer 291,2025-06,1310.17
Customer 292,2025-06,2247.49
Customer 293,2025-06,2034.81
Customer 294,2025-06,1372.97
Customer 295,2025-06,1386.04
Customer 296,2025-06,745.44
Customer 297,2025-06,1526.03
Customer 298,2025-06,4405.73
Customer 299,2025-06,15516.93
Customer 300,2025-06,1781.19
Customer 301,2025-06,5849.0
Customer 302,2025-06,866.22
Customer 303,2025-06,2825.21
Customer 304,2025-06,540.64
Customer 305,2025-06,3156.21
Customer 306,2025-06,1868.14
Customer 307,2025-06,726.54
Customer 308,2025-06,9695.22
Customer 309,2025-06,2976.23
Customer 310,2025-06,1166.69
Customer 311,2025-06,4548.27
Customer 312,2025-06,1486.33
Customer 313,2025-06,758.03
Customer 314,2025-06,2401.31
Customer 315,2025-06,720.74
Customer 316,2025-06,1188.3
Customer 317,2025-06,3094.16
Customer 318,2025-06,2030.97
Customer 319,2025-06,23235.45
Customer 320,2025-06,610.45
Customer 321,2025-06,709.72
Customer 322,2025-06,3177.99
Customer 323,2025-06,1128.52
Customer 324,2025-06,3430.14
Customer 325,2025-06,486.76
Customer 326,2025-06,4659.21
Customer 327,2025-06,5138.16
Customer 328,2025-06,1781.89
Customer 329,2025-06,3863.63
Customer 330,2025-06,5373.39
Customer 331,2025-06,5188.8
Customer 332,2025-06,1069.72
Customer 333,2025-06,535.58
Customer 334,2025-06,3156.13
Customer 335,2025-06,3508.21
Customer 336,2025-06,1146.1
Customer 337,2025-06,1205.3
Customer 338,2025-06,2780.31
Customer 339,2025-06,1446.23
Customer 340,2025-06,2339.15
Customer 341,2025-06,1697.16
Customer 342,2025-06,907.72
Customer 343,2025-06,6374.32
Customer 344,2025-06,1059.14
Customer 345,2025-06,1437.41
Customer 346,2025-06,1514.62
Customer 347,2025-06,2445.08
Customer 348,2025-06,3312.44
Customer 001,2025-07,625.73
Customer 002,2025-07,848.98
Customer 003,2025-07,923.28
Customer 004,2025-07,2155.75
Customer 005,2025-07,3644.07
Customer 006,2025-07,3539.84
Customer 007,2025-07,1696.8
Customer 008,2025-07,3376.68
Customer 009,2025-07,1309.2
Customer 010,2025-07,1173.31
Customer 011,2025-07,2671.58
Customer 012,2025-07,1357.85
Customer 013,2025-07,4048.65
Customer 014,2025-07,1436.27
Customer 015,2025-07,3630.6
Customer 016,2025-07,6424.4
Customer 017,2025-07,2450.78
Customer 019,2025-07,950.0
Customer 020,2025-07,5298.35
Customer 021,2025-07,1382.47
Customer 022,2025-07,1355.91
Customer 023,2025-07,1162.37
Customer 024,2025-07,9153.12
Customer 025,2025-07,1972.38
Customer 026,2025-07,3750.26
Customer 027,2025-07,5091.63
Customer 028,2025-07,5070.67
Customer 029,2025-07,1651.2
Customer 030,2025-07,6444.07
Customer 031,2025-07,980.29
Customer 032,2025-07,816.16
Customer 034,2025-07,8048.22
Customer 035,2025-07,11661.02
Customer 036,2025-07,4713.11
Customer 037,2025-07,1367.22
Customer 038,2025-07,877.47
Customer 039,2025-07,834.7
Customer 040,2025-07,3040.73
Customer 041,2025-07,31417.07
Customer 042,2025-07,461.08
Customer 043,2025-07,847.31
Customer 044,2025-07,6031.78
Customer 045,2025-07,1154.71
Customer 046,2025-07,1263.19
Customer 047,2025-07,7018.08
Customer 048,2025-07,9279.01
Customer 049,2025-07,24578.62
Customer 050,2025-07,1224.51
Customer 051,2025-07,7126.79
Customer 052,2025-07,1406.48
Customer 053,2025-07,1349.59
Customer 054,2025-07,4728.98
Customer 055,2025-07,1965.2
Customer 056,2025-07,1604.66
Customer 057,2025-07,766.37
Customer 058,2025-07,1616.37
Customer 059,2025-07,3632.53
Customer 060,2025-07,2594.6
Customer 061,2025-07,586.17
Customer 062,2025-07,7504.25
Customer 063,2025-07,1898.2
Customer 064,2025-07,461.17
Customer 065,2025-07,5831.26
Customer 066,2025-07,971.82
Customer 067,2025-07,5687.44
Customer 068,2025-07,980.63
Customer 069,2025-07,1278.47
Customer 070,2025-07,2968.53
Customer 072,2025-07,802.18
Customer 073,2025-07,3112.77
Customer 074,2025-07,763.3
Customer 075,2025-07,2091.08
Customer 076,2025-07,2610.85
Customer 077,2025-07,3310.57
Customer 078,2025-07,2563.16
Customer 079,2025-07,9091.11
Customer 080,2025-07,2861.68
Customer 082,2025-07,1045.88
Customer 083,2025-07,868.71
Customer 085,2025-07,3147.56
Customer 086,2025-07,832.54
Customer 087,2025-07,4238.83
Customer 088,2025-07,1656.65
Customer 089,2025-07,1874.37
Customer 090,2025-07,1460.85
Customer 091,2025-07,2009.96
Customer 092,2025-07,915.97
Customer 093,2025-07,1864.44
Customer 094,2025-07,801.86
Customer 095,2025-07,1509.19
Customer 096,2025-07,2454.24
Customer 097,2025-07,748.06
Customer 098,2025-07,3340.94
Customer 099,2025-07,1260.74
Customer 100,2025-07,4737.12
Customer 101,2025-07,2154.44
Customer 102,2025-07,746.74
Customer 103,2025-07,655.57
Customer 104,2025-07,3781.8
Customer 105,2025-07,4519.86
Customer 106,2025-07,860.81
Customer 107,2025-07,1188.16
Customer 108,2025-07,1267.54
Customer 109,2025-07,564.83
Customer 110,2025-07,1141.72
Customer 111,2025-07,12474.44
Customer 112,2025-07,575.97
Customer 113,2025-07,2315.65
Customer 114,2025-07,3589.75
Customer 115,2025-07,774.58
Customer 116,2025-07,1669.25
Customer 117,2025-07,2004.13
Customer 118,2025-07,4606.45
Customer 119,2025-07,962.81
Customer 120,2025-07,672.37
Customer 121,2025-07,886.55
Customer 122,2025-07,1149.06
Customer 123,2025-07,1590.14
Customer 124,2025-07,7132.37
Customer 125,2025-07,2141.83
Customer 126,2025-07,1923.07
Customer 127,2025-07,1679.69
Customer 128,2025-07,1271.83
Customer 129,2025-07,852.4
Customer 130,2025-07,446.34
Customer 131,2025-07,3306.85
Customer 132,2025-07,6018.73
Customer 133,2025-07,3161.65
Customer 134,2025-07,986.38
Customer 135,2025-07,2571.46
Customer 136,2025-07,1897.55
Customer 137,2025-07,2615.6
Customer 138,2025-07,2789.42
Customer 139,2025-07,2408.32
Customer 141,2025-07,1059.65
Customer 142,2025-07,3554.8
Customer 143,2025-07,291.03
Customer 144,2025-07,1567.61
Customer 145,2025-07,1241.48
Customer 146,2025-07,1135.01
Customer 147,2025-07,1650.42
Customer 148,2025-07,866.72
Customer 150,2025-07,10451.66
Customer 151,2025-07,1537.47
Customer 152,2025-07,16463.46
Customer 153,2025-07,585.11
Customer 155,2025-07,7737.66
Customer 156,2025-07,1846.47
Customer 157,2025-07,5234.13
Customer 158,2025-07,2394.11
Customer 159,2025-07,74.87
Customer 160,2025-07,906.51
Customer 161,2025-07,1074.74
Customer 162,2025-07,794.45
Customer 165,2025-07,1708.17
Customer 166,2025-07,5938.89
Customer 167,2025-07,3104.07
Customer 168,2025-07,627.28
Customer 169,2025-07,1821.0
Customer 170,2025-07,679.39
Customer 171,2025-07,1352.55
Customer 172,2025-07,2770.3
Customer 173,2025-07,2453.28
Customer 174,2025-07,871.29
Customer 175,2025-07,39533.61
Customer 176,2025-07,817.29
Customer 178,2025-07,1170.36
Customer 179,2025-07,1152.91
Customer 180,2025-07,4813.9
Customer 181,2025-07,351.83
Customer 182,2025-07,6008.56
Customer 183,2025-07,8240.16
Customer 184,2025-07,3989.87
Customer 185,2025-07,4882.63
Customer 186,2025-07,1647.69
Customer 187,2025-07,750.52
Customer 188,2025-07,4081.73
Customer 189,2025-07,4861.36
Customer 190,2025-07,920.0
Customer 191,2025-07,756.28
Customer 192,2025-07,17144.81
Customer 193,2025-07,6792.02
Customer 194,2025-07,1129.57
Customer 196,2025-07,1676.23
Customer 197,2025-07,11306.32
Customer 198,2025-07,2456.6
Customer 199,2025-07,434.07
Customer 200,2025-07,333.33
Customer 201,2025-07,1310.65
Customer 203,2025-07,1224.06
Customer 204,2025-07,2443.56
Customer 205,2025-07,909.89
Customer 206,2025-07,1677.77
Customer 207,2025-07,1231.17
Customer 209,2025-07,819.25
Customer 210,2025-07,3790.87
Customer 211,2025-07,2685.83
Customer 212,2025-07,5895.15
Customer 213,2025-07,6571.0
Customer 214,2025-07,6457.42
Customer 215,2025-07,5817.24
Customer 216,2025-07,1148.29
Customer 217,2025-07,2501.85
Customer 218,2025-07,1437.71
Customer 219,2025-07,1508.11
Customer 220,2025-07,5090.57
Customer 221,2025-07,1267.84
Customer 222,2025-07,11125.56
Customer 223,2025-07,926.09
Customer 224,2025-07,8218.24
Customer 225,2025-07,7506.95
Customer 226,2025-07,4379.8
Customer 227,2025-07,1395.75
Customer 228,2025-07,1689.57
Customer 229,2025-07,8044.5
Customer 230,2025-07,357.26
Customer 231,2025-07,1538.62
Customer 232,2025-07,1962.24
Customer 233,2025-07,1328.8
Customer 234,2025-07,844.26
Customer 235,2025-07,1820.56
Customer 237,2025-07,2803.87
Customer 238,2025-07,701.26
Customer 239,2025-07,3097.26
Customer 240,2025-07,1644.15
Customer 241,2025-07,3272.65
Customer 242,2025-07,2328.33
Customer 243,2025-07,1852.85
Customer 244,2025-07,656.53
Customer 245,2025-07,14178.65
Customer 246,2025-07,2539.4
Customer 247,2025-07,750.46
Customer 248,2025-07,17829.88
Customer 250,2025-07,3581.45
Customer 251,2025-07,1327.52
Customer 252,2025-07,988.95
Customer 253,2025-07,3741.97
Customer 254,2025-07,4964.58
Customer 255,2025-07,2707.05
Customer 256,2025-07,23167.33
Customer 257,2025-07,7316.57
Customer 258,2025-07,665.96
Customer 259,2025-07,19380.1
Customer 260,2025-07,1160.62
Customer 261,2025-07,2148.08
Customer 262,2025-07,2719.04
Customer 263,2025-07,1303.34
Customer 264,2025-07,2495.74
Customer 266,2025-07,2647.31
Customer 267,2025-07,5169.09
Customer 268,2025-07,1823.23
Customer 269,2025-07,9650.17
Customer 270,2025-07,553.93
Customer 271,2025-07,1579.34
Customer 272,2025-07,2197.94
Customer 273,2025-07,1216.23
Customer 274,2025-07,13594.19
Customer 275,2025-07,1011.58
Customer 276,2025-07,2701.69
Customer 277,2025-07,4077.38
Customer 278,2025-07,5596.24
Customer 280,2025-07,1429.52
Customer 281,2025-07,1015.11
Customer 282,2025-07,2121.72
Customer 284,2025-07,7186.26
Customer 285,2025-07,1898.5
Customer 286,2025-07,2344.79
Customer 287,2025-07,3560.13
Customer 288,2025-07,2170.08
Customer 289,2025-07,740.75
Customer 290,2025-07,1302.19
Customer 291,2025-07,1310.17
Customer 292,2025-07,2247.49
Customer 293,2025-07,2034.81
Customer 294,2025-07,1372.97
Customer 295,2025-07,1386.04
Customer 296,2025-07,745.44
Customer 297,2025-07,1526.03
Customer 298,2025-07,4405.73
Customer 299,2025-07,15516.93
Customer 300,2025-07,1781.19
Customer 301,2025-07,5849.0
Customer 302,2025-07,866.22
Customer 303,2025-07,2825.21
Customer 304,2025-07,540.64
Customer 305,2025-07,3156.21
Customer 306,2025-07,1868.14
Customer 307,2025-07,726.54
Customer 308,2025-07,9695.22
Customer 309,2025-07,2976.23
Customer 310,2025-07,1166.69
Customer 311,2025-07,4548.27
Customer 312,2025-07,1653.39
Customer 313,2025-07,758.03
Customer 314,2025-07,2401.31
Customer 315,2025-07,720.74
Customer 316,2025-07,1188.3
Customer 317,2025-07,3094.16
Customer 318,2025-07,2030.97
Customer 319,2025-07,24022.42
Customer 320,2025-07,610.45
Customer 321,2025-07,686.39
Customer 322,2025-07,3177.99
Customer 323,2025-07,1128.52
Customer 324,2025-07,3430.14
Customer 325,2025-07,486.76
Customer 326,2025-07,4659.21
Customer 327,2025-07,5138.16
Customer 328,2025-07,1781.89
Customer 329,2025-07,3863.63
Customer 330,2025-07,5373.39
Customer 331,2025-07,5188.8
Customer 332,2025-07,1069.72
Customer 333,2025-07,535.58
Customer 334,2025-07,3156.13
Customer 335,2025-07,3508.21
Customer 336,2025-07,1146.1
Customer 337,2025-07,1205.3
Customer 338,2025-07,2780.31
Customer 339,2025-07,1446.23
Customer 340,2025-07,2339.15
Customer 341,2025-07,1697.16
Customer 342,2025-07,907.72
Customer 343,2025-07,6374.32
Customer 344,2025-07,1059.14
Customer 345,2025-07,1437.41
Customer 346,2025-07,1514.62
Customer 348,2025-07,3639.85
Customer 001,2025-08,625.73
Customer 002,2025-08,848.98
Customer 003,2025-08,881.92
Customer 004,2025-08,2155.75
Customer 005,2025-08,4023.32
Customer 006,2025-08,3539.84
Customer 007,2025-08,1610.96
Customer 008,2025-08,3376.68
Customer 009,2025-08,1309.2
Customer 010,2025-08,1173.31
Customer 011,2025-08,2671.58
Customer 012,2025-08,1357.85
Customer 013,2025-08,4048.65
Customer 014,2025-08,1436.27
Customer 015,2025-08,3630.6
Customer 016,2025-08,6424.4
Customer 017,2025-08,2450.78
Customer 019,2025-08,950.0
Customer 020,2025-08,5298.35
Customer 021,2025-08,1382.47
Customer 022,2025-08,1355.91
Customer 023,2025-08,1162.37
Customer 024,2025-08,9153.12
Customer 025,2025-08,1972.38
Customer 026,2025-08,3750.26
Customer 027,2025-08,4721.6
Customer 028,2025-08,5070.67
Customer 029,2025-08,1651.2
Customer 030,2025-08,6444.07
Customer 031,2025-08,980.29
Customer 032,2025-08,816.16
Customer 034,2025-08,8048.22
Customer 035,2025-08,10620.87
Customer 036,2025-08,4713.11
Customer 037,2025-08,1367.22
Customer 038,2025-08,798.38
Customer 039,2025-08,834.7
Customer 040,2025-08,3040.73
Customer 041,2025-08,31417.07
Customer 042,2025-08,461.08
Customer 043,2025-08,847.31
Customer 044,2025-08,6031.78
Customer 045,2025-08,1154.71
Customer 046,2025-08,1263.19
Customer 047,2025-08,7018.08
Customer 048,2025-08,9279.01
Customer 049,2025-08,24578.62
Customer 050,2025-08,1224.51
Customer 051,2025-08,7126.79
Customer 052,2025-08,1406.48
Customer 053,2025-08,1349.59
Customer 054,2025-08,5301.86
Customer 055,2025-08,1965.2
Customer 056,2025-08,1604.66
Customer 057,2025-08,766.37
Customer 058,2025-08,1616.37
Customer 059,2025-08,3632.53
Customer 060,2025-08,2594.6
Customer 061,2025-08,586.17
Customer 062,2025-08,7504.25
Customer 063,2025-08,2033.95
Customer 064,2025-08,461.17
Customer 065,2025-08,5831.26
Customer 066,2025-08,971.82
Customer 067,2025-08,5412.19
Customer 068,2025-08,980.63
Customer 069,2025-08,1278.47
Customer 070,2025-08,2968.53
Customer 072,2025-08,802.18
Customer 073,2025-08,3525.92
Customer 074,2025-08,763.3
Customer 075,2025-08,2091.08
Customer 076,2025-08,2313.68
Customer 077,2025-08,3310.57
Customer 078,2025-08,2563.16
Customer 079,2025-08,9091.11
Customer 080,2025-08,2861.68
Customer 082,2025-08,1045.88
Customer 083,2025-08,868.71
Customer 085,2025-08,3147.56
Customer 086,2025-08,832.54
Customer 087,2025-08,4238.83
Customer 088,2025-08,1656.65
Customer 089,2025-08,1874.37
Customer 090,2025-08,1460.85
Customer 091,2025-08,2009.96
Customer 092,2025-08,915.97
Customer 093,2025-08,1864.44
Customer 094,2025-08,801.86
Customer 095,2025-08,1509.19
Customer 096,2025-08,2454.24
Customer 097,2025-08,748.06
Customer 098,2025-08,3340.94
Customer 099,2025-08,1364.92
Customer 100,2025-08,4737.12
Customer 101,2025-08,1981.09
Customer 102,2025-08,746.74
Customer 103,2025-08,655.57
Customer 104,2025-08,3781.8
Customer 105,2025-08,4519.86
Customer 106,2025-08,860.81
Customer 107,2025-08,1188.16
Customer 108,2025-08,1267.54
Customer 109,2025-08,564.83
Customer 110,2025-08,1141.72
Customer 111,2025-08,12474.44
Customer 112,2025-08,575.97
Customer 113,2025-08,2315.65
Customer 114,2025-08,3589.75
Customer 115,2025-08,774.58
Customer 116,2025-08,1669.25
Customer 117,2025-08,2159.67
Customer 119,2025-08,962.81
Customer 120,2025-08,672.37
Customer 121,2025-08,886.55
Customer 122,2025-08,1149.06
Customer 123,2025-08,1781.98
Customer 124,2025-08,7132.37
Customer 125,2025-08,2141.83
Customer 126,2025-08,1923.07
Customer 127,2025-08,1679.69
Customer 128,2025-08,1271.83
Customer 129,2025-08,852.4
Customer 130,2025-08,446.34
Customer 131,2025-08,3578.53
Customer 132,2025-08,6018.73
Customer 133,2025-08,3161.65
Customer 134,2025-08,986.38
Customer 135,2025-08,2571.46
Customer 136,2025-08,1897.55
Customer 137,2025-08,2615.6
Customer 138,2025-08,2789.42
Customer 139,2025-08,2408.32
Customer 141,2025-08,1059.65
Customer 142,2025-08,3554.8
Customer 143,2025-08,291.03
Customer 144,2025-08,1567.61
Customer 145,2025-08,1241.48
Customer 146,2025-08,1135.01
Customer 147,2025-08,1650.42
Customer 148,2025-08,866.72
Customer 150,2025-08,10451.66
Customer 151,2025-08,1598.45
Customer 152,2025-08,16463.46
Customer 153,2025-08,585.11
Customer 155,2025-08,7737.66
Customer 156,2025-08,1846.47
Customer 157,2025-08,5234.13
Customer 158,2025-08,2394.11
Customer 159,2025-08,74.87
Customer 160,2025-08,906.51
Customer 161,2025-08,1074.74
Customer 162,2025-08,794.45
Customer 165,2025-08,1708.17
Customer 166,2025-08,6195.8
Customer 167,2025-08,3104.07
Customer 168,2025-08,627.28
Customer 169,2025-08,1821.0
Customer 170,2025-08,679.39
Customer 171,2025-08,1352.55
Customer 172,2025-08,2770.3
Customer 173,2025-08,2453.28
Customer 174,2025-08,871.29
Customer 175,2025-08,39533.61
Customer 176,2025-08,817.29
Customer 178,2025-08,1170.36
Customer 179,2025-08,1152.91
Customer 180,2025-08,4813.9
Customer 181,2025-08,376.92
Customer 182,2025-08,5317.69
Customer 183,2025-08,8240.16
Customer 184,2025-08,3989.87
Customer 185,2025-08,4882.63
Customer 186,2025-08,1647.69
Customer 187,2025-08,750.52
Customer 188,2025-08,4081.73
Customer 189,2025-08,4184.7
Customer 190,2025-08,920.0
Customer 191,2025-08,756.28
Customer 192,2025-08,17144.81
Customer 193,2025-08,7203.47
Customer 194,2025-08,1129.57
Customer 196,2025-08,1912.98
Customer 197,2025-08,11306.32
Customer 198,2025-08,2456.6
Customer 199,2025-08,434.07
Customer 201,2025-08,1310.65
Customer 203,2025-08,1224.06
Customer 204,2025-08,2620.12
Customer 205,2025-08,909.89
Customer 206,2025-08,1908.41
Customer 207,2025-08,1231.17
Customer 209,2025-08,769.91
Customer 210,2025-08,3790.87
Customer 211,2025-08,2685.83
Customer 212,2025-08,5895.15
Customer 213,2025-08,6571.0
Customer 214,2025-08,6457.42
Customer 215,2025-08,5817.24
Customer 216,2025-08,1148.29
Customer 217,2025-08,2501.85
Customer 218,2025-08,1531.52
Customer 219,2025-08,1508.11
Customer 220,2025-08,4684.77
Customer 221,2025-08,1267.84
Customer 222,2025-08,11125.56
Customer 223,2025-08,1031.49
Customer 224,2025-08,8218.24
Customer 225,2025-08,7506.95
Customer 226,2025-08,4379.8
Customer 227,2025-08,1395.75
Customer 228,2025-08,1689.57
Customer 229,2025-08,8044.5
Customer 230,2025-08,357.26
Customer 231,2025-08,1538.62
Customer 232,2025-08,1962.24
Customer 233,2025-08,1328.8
Customer 234,2025-08,844.26
Customer 235,2025-08,1820.56
Customer 237,2025-08,3085.73
Customer 238,2025-08,701.26
Customer 239,2025-08,3097.26
Customer 240,2025-08,1644.15
Customer 241,2025-08,3272.65
Customer 242,2025-08,2328.33
Customer 243,2025-08,1852.85
Customer 244,2025-08,656.53
Customer 245,2025-08,14178.65
Customer 246,2025-08,2539.4
Customer 247,2025-08,750.46
Customer 248,2025-08,15614.22
Customer 250,2025-08,3581.45
Customer 251,2025-08,1327.52
Customer 252,2025-08,988.95
Customer 253,2025-08,3741.97
Customer 254,2025-08,4964.58
Customer 255,2025-08,2970.42
Customer 256,2025-08,23167.33
Customer 257,2025-08,7316.57
Customer 258,2025-08,665.96
Customer 259,2025-08,19380.1
Customer 260,2025-08,1160.62
Customer 261,2025-08,1929.38
Customer 262,2025-08,2719.04
Customer 263,2025-08,1303.34
Customer 264,2025-08,2495.74
Customer 266,2025-08,2647.31
Customer 267,2025-08,5169.09
Customer 268,2025-08,1823.23
Customer 269,2025-08,9650.17
Customer 270,2025-08,553.93
Customer 271,2025-08,1448.85
Customer 272,2025-08,2197.94
Customer 274,2025-08,13594.19
Customer 275,2025-08,1011.58
Customer 276,2025-08,2701.69
Customer 277,2025-08,4077.38
Customer 278,2025-08,5596.24
Customer 280,2025-08,1429.52
Customer 281,2025-08,1145.9
Customer 282,2025-08,2121.72
Customer 284,2025-08,7186.26
Customer 285,2025-08,1898.5
Customer 286,2025-08,2344.79
Customer 287,2025-08,4036.58
Customer 288,2025-08,2170.08
Customer 289,2025-08,686.12
Customer 290,2025-08,1302.19
Customer 291,2025-08,1133.1
Customer 292,2025-08,2008.57
Customer 293,2025-08,2034.81
Customer 294,2025-08,1372.97
Customer 295,2025-08,1488.88
Customer 296,2025-08,745.44
Customer 297,2025-08,1526.03
Customer 298,2025-08,4405.73
Customer 299,2025-08,15516.93
Customer 301,2025-08,5849.0
Customer 302,2025-08,866.22
Customer 303,2025-08,2825.21
Customer 304,2025-08,540.64
Customer 305,2025-08,3264.78
Customer 306,2025-08,1868.14
Customer 307,2025-08,726.54
Customer 308,2025-08,9695.22
Customer 309,2025-08,2976.23
Customer 310,2025-08,1166.69
Customer 311,2025-08,4548.27
Customer 312,2025-08,1653.39
Customer 313,2025-08,758.03
Customer 314,2025-08,2401.31
